Timestamp,Gyro_X,Gyro_Y,Gyro_Z,Accel_X,Accel_Y,Accel_Z,Label
174000,-1.77,8.36,5.92,0.23,0.99,-0.06,Wrong
174222,1.34,-1.59,2.14,0.1,0.14,0.99,Wrong
174531,0.79,-0.92,1.95,-0.05,0.04,1.01,Wrong
174541,0.67,-0.31,1.46,0.09,0.4,0.91,Correct
174646,0.61,-0.73,1.59,-0.04,0.88,0.46,Correct
174737,0.85,-1.04,2.01,0.26,0.17,0.96,Correct
175000,-0.37,-6.71,0.37,0.23,0.96,0,Wrong
175222,0.79,-0.49,1.89,0.11,0.15,0.99,Wrong
175531,0.73,-1.04,1.71,-0.05,0.04,1.01,Wrong
175541,1.16,-1.1,1.34,0.11,0.4,0.91,Correct
175646,0.43,-0.61,1.46,-0.05,0.88,0.46,Correct
175737,0.85,-0.67,1.28,0.24,0.18,0.96,Correct
176000,0.37,9.22,2.69,0.13,0.95,-0.05,Wrong
176222,0.79,-0.73,1.4,0.11,0.15,0.99,Wrong
176531,0.73,-0.79,1.83,-0.05,0.04,1.01,Wrong
176541,0.92,-0.49,1.71,0.1,0.4,0.91,Correct
176646,4.27,-0.12,1.46,-0.03,0.87,0.45,Correct
176737,1.04,-0.55,2.08,0.25,0.17,0.96,Correct
177000,2.2,1.28,3.6,0.14,0.96,-0.05,Wrong
177222,0.85,-0.67,1.4,0.11,0.15,0.99,Wrong
177531,0.61,-0.79,1.83,-0.05,0.04,1.01,Wrong
177541,0.92,-0.67,1.59,0.1,0.4,0.91,Correct
177646,-12.57,16.3,1.77,0,0.9,0.41,Correct
177737,0.49,-0.98,1.28,0.25,0.17,0.96,Correct
178000,-1.04,4.15,2.26,0.09,0.99,0,Wrong
178222,0.67,-0.73,1.4,0.11,0.15,0.99,Wrong
178531,0.85,-0.85,1.83,-0.05,0.04,1.01,Wrong
178541,0.61,-0.98,1.22,0.1,0.41,0.91,Correct
178646,-12.02,4.46,-1.28,-0.06,0.96,0.24,Correct
178737,1.1,0.67,1.83,0.25,0.17,0.95,Correct
179000,1.53,-5.8,-1.28,0.07,0.98,-0.04,Wrong
179222,0.37,-0.43,1.53,0.11,0.15,0.99,Wrong
179531,0.79,-0.79,1.59,-0.05,0.04,1.01,Wrong
179541,0.92,-1.1,1.53,0.1,0.4,0.91,Correct
179646,-8.91,-9.58,0.49,0.08,0.98,0.16,Correct
179737,-0.31,1.1,2.14,0.25,0.17,0.96,Correct
180000,-1.22,-1.89,2.62,0.09,0.98,-0.02,Wrong
180222,1.04,-0.92,1.71,0.12,0.15,0.99,Wrong
180531,0.73,-0.37,1.83,-0.05,0.04,1.01,Wrong
180541,0.98,-0.73,1.59,0.1,0.4,0.91,Correct
180646,-1.4,0.55,2.5,0.01,0.98,0.11,Correct
180737,0.92,-1.4,1.46,0.25,0.17,0.96,Correct
181000,0.55,-1.22,1.77,0.1,0.97,-0.05,Wrong
181222,0.79,-1.16,1.1,0.11,0.15,0.99,Wrong
181531,0.85,-0.67,1.77,-0.04,0.04,1.01,Wrong
181541,1.04,-0.43,1.59,0.1,0.4,0.91,Correct
181646,1.71,2.08,0.37,0,0.98,0.1,Correct
181737,0.98,2.81,1.16,0.25,0.16,0.96,Correct
182000,0.49,-1.83,1.28,0.09,0.97,-0.05,Wrong
182222,1.28,-1.1,1.34,0.12,0.14,0.99,Wrong
182531,0.98,-0.49,1.83,-0.05,0.04,1.01,Wrong
182541,0.67,-0.73,1.28,0.1,0.4,0.91,Correct
182646,2.99,-5.07,-0.43,0.04,0.97,0.12,Correct
182737,0.79,-1.46,1.65,0.24,0.17,0.95,Correct
183000,1.53,-1.4,2.5,0.09,0.98,-0.04,Wrong
183222,0.85,-0.73,1.46,0.12,0.14,0.99,Wrong
183531,0.79,-0.73,1.65,-0.04,0.04,1.01,Wrong
183541,0.61,-0.98,1.34,0.1,0.4,0.91,Correct
183646,-2.56,-1.46,1.22,0.05,0.96,0.23,Correct
183737,0.98,-0.43,1.53,0.25,0.17,0.95,Correct
184000,2.62,-2.99,1.34,0.09,0.98,-0.02,Wrong
184222,0.73,-0.73,1.53,0.12,0.15,0.99,Wrong
184531,0.85,-0.61,1.77,-0.05,0.04,1.01,Wrong
184541,0.92,-0.73,1.53,0.1,0.4,0.91,Correct
184646,0.37,-2.08,2.14,0.05,0.96,0.2,Correct
184737,0.92,-1.65,1.65,0.25,0.17,0.96,Correct
185000,0.43,-1.83,1.83,0.09,0.98,-0.03,Wrong
185222,0.79,-0.49,1.65,0.11,0.14,0.99,Wrong
185531,0.79,-0.92,1.59,-0.04,0.04,1.01,Wrong
185541,0.79,-0.79,1.46,0.1,0.4,0.91,Correct
185646,0.61,-0.92,1.16,0.04,0.96,0.18,Correct
185737,1.16,-0.67,1.65,0.24,0.17,0.96,Correct
186000,-0.06,0.18,1.53,0.09,0.98,-0.06,Wrong
186222,1.34,-0.92,1.71,0.12,0.14,0.99,Wrong
186531,0.92,-0.85,1.59,-0.05,0.04,1.01,Wrong
186541,0.79,-0.98,1.46,0.1,0.4,0.91,Correct
186646,0.61,-0.37,1.53,0.04,0.96,0.18,Correct
186737,0.31,-0.73,1.34,0.25,0.17,0.95,Correct
187000,-0.06,1.04,1.34,0.09,0.98,-0.04,Wrong
187222,0.79,-0.49,1.59,0.11,0.15,0.99,Wrong
187531,0.79,-0.73,1.53,-0.05,0.04,1.01,Wrong
187541,0.92,-0.85,1.46,0.09,0.4,0.91,Correct
187646,1.04,-0.31,1.53,0.04,0.97,0.18,Correct
187737,0.67,-1.34,2.2,0.25,0.17,0.96,Correct
188000,0.92,0.61,1.77,0.07,0.98,-0.03,Wrong
188222,0.73,-0.73,1.59,0.11,0.15,0.99,Wrong
188531,0.79,-0.92,1.65,-0.04,0.04,1.01,Wrong
188541,0.67,-1.04,1.34,0.09,0.4,0.92,Correct
188646,0.67,-0.73,1.65,0.04,0.97,0.18,Correct
188737,0.98,-0.73,2.08,0.24,0.17,0.96,Correct
189000,0.85,-0.73,1.34,0.08,0.97,-0.03,Wrong
189222,1.22,-1.04,1.65,0.11,0.15,0.99,Wrong
189531,0.49,-0.73,1.65,-0.05,0.04,1.01,Wrong
189541,0.24,0.85,1.59,0.1,0.4,0.91,Correct
189646,0.92,-0.61,1.46,0.04,0.96,0.18,Correct
189737,0.98,-1.34,1.65,0.25,0.17,0.96,Correct
190000,-0.79,-1.16,2.44,0.08,0.98,-0.04,Wrong
190222,0.98,-0.73,1.34,0.12,0.15,0.99,Wrong
190531,0.79,-0.98,1.59,-0.04,0.04,1.01,Wrong
190541,0.85,-0.98,1.53,0.1,0.4,0.91,Correct
190646,0.85,-0.92,1.46,0.04,0.96,0.18,Correct
190737,0.98,-1.22,1.77,0.26,0.17,0.96,Correct
191000,0.85,-1.53,0.85,0.07,0.98,-0.05,Wrong
191222,1.22,-0.92,1.65,0.1,0.15,0.99,Wrong
191531,0.98,-0.79,1.83,-0.05,0.04,1.01,Wrong
191541,0.67,-1.22,1.53,0.1,0.4,0.91,Correct
191646,0.85,-0.85,1.34,0.04,0.97,0.18,Correct
191737,0.98,-0.61,1.65,0.25,0.17,0.96,Correct
192000,2.62,1.28,3.23,0.05,0.98,-0.04,Wrong
192222,0.73,-0.73,1.71,0.11,0.14,0.99,Wrong
192531,0.79,-0.67,2.32,-0.04,0.04,1.01,Wrong
192541,0.79,-0.18,1.4,0.1,0.4,0.91,Correct
192646,0.85,-0.92,1.65,0.04,0.97,0.18,Correct
192737,0.61,-3.42,0.43,0.28,0.16,0.95,Correct
193000,-0.12,-1.46,0.12,0.09,0.98,-0.06,Wrong
193222,0.85,-0.73,1.28,0.11,0.15,0.99,Wrong
193531,0.85,-0.37,2.08,-0.05,0.04,1.01,Wrong
193541,0.73,-0.55,1.53,0.1,0.4,0.91,Correct
193646,0.73,-1.28,1.59,0.04,0.97,0.18,Correct
193737,0.61,2.81,0.98,0.26,0.17,0.96,Correct
194000,-1.71,-1.46,2.99,0.02,1,-0.03,Wrong
194222,0.73,-0.67,1.59,0.11,0.15,0.99,Wrong
194531,0.67,-0.79,1.65,-0.05,0.04,1.01,Wrong
194541,0.92,-0.67,1.53,0.1,0.4,0.91,Correct
194646,0.85,-0.61,1.4,0.04,0.97,0.18,Correct
194737,0.61,-0.49,1.89,0.26,0.16,0.96,Correct
195000,3.72,-6.47,-3.17,0.1,0.97,-0.05,Wrong
195222,0.73,-0.92,1.53,0.11,0.15,0.99,Wrong
195531,0.92,-0.67,1.65,-0.04,0.04,1.01,Wrong
195541,0.98,-0.73,1.46,0.1,0.4,0.91,Correct
195646,0.79,-0.61,1.71,0.04,0.97,0.18,Correct
195737,0.85,-0.92,1.59,0.27,0.17,0.95,Correct
196000,4.82,-1.28,-0.24,0.17,0.96,0.07,Wrong
196222,0.92,-0.61,1.53,0.11,0.14,0.99,Wrong
196531,0.92,-0.55,1.65,-0.04,0.04,1.01,Wrong
196541,0.79,-1.04,1.53,0.1,0.41,0.91,Correct
196646,0.37,-0.61,1.53,0.04,0.96,0.18,Correct
196737,0.85,-0.61,1.4,0.27,0.16,0.95,Correct
197000,-8.48,1.28,-1.04,0.24,0.95,-0.02,Wrong
197222,0.79,-0.85,1.59,0.11,0.15,0.99,Wrong
197531,0.92,-0.85,1.89,-0.04,0.04,1.01,Wrong
197541,0.92,-0.67,1.77,0.09,0.4,0.91,Correct
197646,1.16,-1.04,1.28,0.04,0.97,0.18,Correct
197737,0.85,-0.67,1.71,0.26,0.16,0.95,Correct
198000,-1.53,-11.29,-4.15,0.1,0.93,-0.17,Wrong
198222,0.85,-0.73,1.53,0.11,0.15,0.99,Wrong
198531,0.85,-0.55,2.01,-0.05,0.04,1.01,Wrong
198541,0.73,-0.67,1.4,0.1,0.41,0.91,Correct
198646,0.85,-0.73,1.34,0.03,0.97,0.18,Correct
198737,1.16,-0.49,1.65,0.27,0.16,0.96,Correct
199000,0,-1.89,-12.82,0.23,0.93,-0.18,Wrong
199222,0.79,-0.55,1.53,0.11,0.15,0.99,Wrong
199531,0.73,-0.67,1.65,-0.05,0.04,1.01,Wrong
199541,0.73,-0.85,1.53,0.1,0.4,0.91,Correct
199646,0.92,-0.98,1.46,0.04,0.97,0.18,Correct
199737,0.85,-0.37,1.83,0.27,0.17,0.95,Correct
200000,3.91,-11.9,3.6,0.37,0.9,-0.17,Wrong
200222,0.79,-0.67,1.59,0.11,0.15,0.99,Wrong
200531,0.92,-0.85,1.83,-0.05,0.04,1.01,Wrong
200541,0.85,-0.67,1.28,0.1,0.4,0.91,Correct
200646,1.04,-0.98,1.53,0.04,0.97,0.18,Correct
200737,0.98,-0.85,1.53,0.26,0.16,0.95,Correct
201000,1.46,2.69,2.26,0.35,0.9,-0.12,Wrong
201222,0.79,-0.79,1.4,0.11,0.15,0.99,Wrong
201531,0.49,-0.37,1.65,-0.06,0.03,1.01,Wrong
201541,0.67,-0.37,1.46,0.1,0.4,0.91,Correct
201646,0.61,-0.98,1.34,0.04,0.97,0.18,Correct
201737,1.1,-1.22,1.77,0.26,0.16,0.96,Correct
202000,5.07,1.34,5.86,0.37,0.91,-0.15,Wrong
202222,1.04,-0.67,1.34,0.11,0.14,0.99,Wrong
202531,0.92,-0.98,1.95,-0.05,0.03,1.01,Wrong
202541,0.85,-0.79,1.34,0.1,0.4,0.91,Correct
202646,0.85,-0.49,1.65,0.04,0.97,0.17,Correct
202737,0.92,-0.37,1.65,0.26,0.16,0.95,Correct
203000,-0.43,-0.98,5.86,0.24,0.91,-0.14,Wrong
203222,0.61,-0.61,1.53,0.11,0.15,0.99,Wrong
203531,1.04,-1.16,1.34,-0.06,0.03,1.01,Wrong
203541,0.85,-0.79,1.53,0.1,0.4,0.91,Correct
203646,0.18,-0.55,1.65,0.03,0.97,0.18,Correct
203737,0.49,-0.37,2.2,0.27,0.16,0.95,Correct
204000,0.85,-3.54,2.5,0.28,0.95,-0.1,Wrong
204222,0.73,-0.79,1.4,0.11,0.15,0.99,Wrong
204531,0.61,-0.31,1.34,-0.05,0.04,1.01,Wrong
204541,0.67,-0.73,1.53,0.1,0.41,0.91,Correct
204646,0.98,-1.28,1.16,0.03,0.97,0.17,Correct
204737,0.61,-0.61,1.65,0.27,0.17,0.96,Correct
205000,3.11,-5.37,1.89,0.2,0.96,-0.07,Wrong
205222,0.85,-0.55,1.46,0.11,0.15,0.99,Wrong
205531,0.85,-0.67,1.95,-0.05,0.04,1.01,Wrong
205541,0.98,-0.79,1.53,0.1,0.4,0.91,Correct
205646,0.67,-0.61,1.46,0.04,0.97,0.18,Correct
205737,1.04,-1.16,1.77,0.27,0.16,0.95,Correct
206000,6.29,7.69,4.15,0.22,0.94,-0.02,Wrong
206222,0.67,-0.79,1.46,0.11,0.15,0.99,Wrong
206531,0.85,-0.79,1.77,-0.05,0.04,1.01,Wrong
206541,0.92,-0.61,1.53,0.1,0.4,0.91,Correct
206646,0.55,-0.67,1.34,0.03,0.97,0.18,Correct
206737,0.73,-0.79,1.34,0.27,0.16,0.95,Correct
207000,-2.38,-0.79,2.81,0.16,0.97,-0.02,Wrong
207222,0.85,-0.67,1.46,0.11,0.15,0.99,Wrong
207531,0.79,-1.1,1.89,-0.04,0.04,1.01,Wrong
207541,0.79,-0.61,1.59,0.1,0.4,0.91,Correct
207646,0.85,-0.49,1.46,0.03,0.97,0.17,Correct
207737,0.92,-0.98,1.83,0.27,0.16,0.95,Correct
208000,1.46,-11.72,1.83,0.12,0.99,-0.03,Wrong
208222,0.85,-0.79,1.46,0.11,0.15,0.99,Wrong
208531,0.85,-0.73,1.83,-0.05,0.04,1.01,Wrong
208541,0.79,-0.49,1.59,0.1,0.4,0.91,Correct
208646,0.67,-0.61,1.65,0.04,0.97,0.18,Correct
208737,0.61,-0.73,1.59,0.27,0.16,0.95,Correct
209000,2.32,-3.6,8.48,0.09,1.02,-0.01,Wrong
209222,0.73,-0.67,1.59,0.11,0.15,0.99,Wrong
209531,0.85,-0.85,1.53,-0.05,0.04,1.01,Wrong
209541,0.98,-0.73,1.59,0.1,0.4,0.91,Correct
209646,0.92,-0.79,1.65,0.03,0.97,0.17,Correct
209737,1.04,-0.67,1.95,0.27,0.16,0.96,Correct
210000,1.34,-2.38,1.83,0.06,1.01,-0.03,Wrong
210222,0.73,-0.79,1.4,0.11,0.14,0.99,Wrong
210531,0.79,-0.55,1.77,-0.05,0.04,1.01,Wrong
210541,0.85,-0.43,1.59,0.1,0.4,0.91,Correct
210646,0.79,-1.16,1.4,0.03,0.97,0.18,Correct
210737,0.92,-0.67,1.71,0.26,0.16,0.96,Correct
211000,4.21,-5.8,1.77,0.08,0.98,0.04,Wrong
211222,0.61,-0.85,1.53,0.11,0.15,0.99,Wrong
211531,0.61,-0.85,1.46,-0.05,0.04,1.01,Wrong
211541,1.04,-0.85,1.34,0.1,0.4,0.91,Correct
211646,0.61,-0.73,1.53,0.04,0.97,0.17,Correct
211737,0.73,-0.55,2.01,0.27,0.16,0.95,Correct
212000,2.99,-5.43,1.34,0.12,0.98,0.04,Wrong
212222,0.67,-0.55,1.46,0.11,0.15,0.99,Wrong
212531,0.73,-1.22,0.98,-0.05,0.04,1.01,Wrong
212541,0.92,-0.85,1.46,0.1,0.4,0.91,Correct
212646,0.55,-0.85,1.46,0.03,0.97,0.17,Correct
212737,0.85,-0.61,1.53,0.26,0.16,0.95,Correct
213000,0.61,2.5,2.32,0.06,0.97,0.04,Wrong
213222,0.73,-0.67,1.34,0.11,0.15,0.99,Wrong
213531,0.67,-1.1,0.92,-0.05,0.04,1.01,Wrong
213541,0.67,-0.73,1.59,0.1,0.4,0.91,Correct
213646,0.61,-0.98,1.59,0.03,0.97,0.17,Correct
213737,0.61,-1.1,1.71,0.27,0.17,0.95,Correct
214000,0.79,-1.34,3.11,0.07,0.98,0.06,Wrong
214222,0.79,-0.67,1.71,0.11,0.15,0.99,Wrong
214531,0.49,-0.18,2.08,-0.04,0.04,1.01,Wrong
214541,0.67,-0.98,1.65,0.1,0.4,0.91,Correct
214646,0.98,-0.92,1.59,0.03,0.97,0.17,Correct
214737,0.73,-0.55,1.4,0.27,0.16,0.95,Correct
215000,-2.2,1.46,0.85,0.1,0.98,0.01,Wrong
215222,0.92,-1.1,1.22,0.11,0.15,0.99,Wrong
215531,0.55,-0.92,1.77,-0.05,0.04,1.01,Wrong
215541,0.85,-0.73,1.59,0.1,0.4,0.91,Correct
215646,0.61,-0.92,1.28,0.03,0.97,0.17,Correct
215737,0.98,-1.46,1.89,0.26,0.16,0.95,Correct
216000,0.85,-9.09,2.08,0.1,0.96,-0.02,Wrong
216222,0.85,-0.12,1.53,0.1,0.14,0.99,Wrong
216531,0.85,-0.79,1.89,-0.05,0.04,1.01,Wrong
216541,0.67,-0.49,1.65,0.1,0.4,0.91,Correct
216646,0.79,-0.92,1.65,0.03,0.97,0.17,Correct
216737,0.73,-0.92,1.4,0.27,0.16,0.95,Correct
217000,1.59,-2.93,-3.05,0.07,0.98,0.03,Wrong
217222,0.85,-0.67,1.46,0.11,0.15,0.99,Wrong
217531,1.04,-1.1,1.77,-0.05,0.04,1.01,Wrong
217541,0.73,-0.98,1.53,0.1,0.4,0.91,Correct
217646,0.73,-0.79,1.53,0.03,0.97,0.17,Correct
217737,1.1,-0.73,1.89,0.27,0.16,0.95,Correct
218000,0.61,0.98,1.95,0.07,0.98,0.04,Wrong
218222,0.67,-0.73,1.4,0.11,0.15,0.99,Wrong
218531,0.79,-0.24,2.2,-0.05,0.04,1.01,Wrong
218541,0.79,-0.55,1.71,0.1,0.41,0.92,Correct
218646,0.79,-0.67,1.46,0.03,0.97,0.17,Correct
218737,0.73,-0.79,1.59,0.26,0.17,0.96,Correct
219000,0.24,-2.5,1.71,0.08,0.97,0.02,Wrong
219222,0.73,-0.61,1.59,0.11,0.15,0.99,Wrong
219531,0.73,-0.55,2.2,-0.05,0.04,1.01,Wrong
219541,0.49,-0.79,1.46,0.11,0.41,0.91,Correct
219646,0.79,-1.16,1.46,0.03,0.97,0.17,Correct
219737,0.85,-0.24,1.71,0.27,0.16,0.95,Correct
220000,1.16,-2.08,3.72,0.08,0.98,0.05,Wrong
220222,0.98,-0.61,1.53,0.11,0.15,0.99,Wrong
220531,0.61,-0.31,2.5,-0.06,0.04,1.01,Wrong
220541,0.49,0.06,1.59,0.09,0.4,0.92,Correct
220646,0.98,-1.16,1.4,0.03,0.97,0.17,Correct
220737,1.1,-1.04,1.59,0.26,0.16,0.95,Correct
221000,-1.16,-4.64,-0.55,0.05,0.98,0.03,Wrong
221222,0.79,-0.61,1.65,0.11,0.14,0.99,Wrong
221531,0.73,-0.67,1.59,-0.05,0.04,1.01,Wrong
221541,0.98,-0.37,1.53,0.1,0.4,0.91,Correct
221646,0.92,-0.73,1.53,0.03,0.97,0.17,Correct
221737,1.1,0.06,2.14,0.27,0.16,0.95,Correct
222000,0.79,-0.92,2.32,0.07,0.98,0.02,Wrong
222222,0.67,-0.92,1.34,0.11,0.14,0.99,Wrong
222531,0.98,-0.79,1.65,-0.05,0.04,1.01,Wrong
222541,0.73,-0.67,1.65,0.09,0.41,0.92,Correct
222646,0.92,-0.61,1.59,0.03,0.97,0.17,Correct
222737,0.31,2.75,3.17,0.29,0.19,0.94,Correct
223000,1.22,-0.49,2.75,0.08,0.98,0.03,Wrong
223222,0.85,-0.73,1.46,0.11,0.15,0.99,Wrong
223531,0.67,-0.61,1.65,-0.05,0.04,1.01,Wrong
223541,0.61,-1.1,1.28,0.09,0.4,0.91,Correct
223646,1.16,-0.79,1.4,0.03,0.97,0.17,Correct
223737,-0.24,-0.55,4.58,0.34,0.23,0.92,Correct
224000,0.98,-2.44,2.81,0.08,0.97,0.04,Wrong
224222,0.73,-0.73,1.28,0.11,0.14,0.99,Wrong
224531,0.92,-0.85,1.83,-0.05,0.04,1.01,Wrong
224541,0.85,-0.92,1.46,0.09,0.4,0.91,Correct
224646,0.67,-0.79,1.59,0.03,0.97,0.17,Correct
224737,-1.34,-3.11,-2.87,0.31,0.23,0.94,Correct
225000,0.12,-0.73,2.14,0.07,0.98,0.03,Wrong
225222,0.98,-0.98,1.53,0.11,0.15,0.99,Wrong
225531,0.73,-0.98,1.53,-0.04,0.04,1.01,Wrong
225541,0.73,-0.43,1.28,0.09,0.41,0.92,Correct
225646,1.1,-0.85,1.71,0.03,0.97,0.17,Correct
225737,2.01,-5.86,-0.85,0.25,0.23,0.95,Correct
226000,3.78,1.59,5.19,0.1,0.97,0.05,Wrong
226222,0.73,-0.73,1.53,0.11,0.14,0.99,Wrong
226531,0.92,-0.55,2.08,-0.04,0.03,1.01,Wrong
226541,0.92,-0.79,1.59,0.09,0.4,0.91,Correct
226646,0.55,-0.43,1.59,0.03,0.97,0.17,Correct
226737,2.5,0.49,5.07,0.25,0.21,0.95,Correct
227000,-0.43,-1.22,0.98,0.05,0.98,0.03,Wrong
227222,0.85,-0.73,1.46,0.11,0.15,0.99,Wrong
227531,0.92,-0.85,1.71,-0.05,0.04,1.01,Wrong
227541,0.67,-0.73,1.53,0.09,0.4,0.91,Correct
227646,0.67,-0.55,1.65,0.03,0.97,0.17,Correct
227737,1.16,-4.09,2.08,0.31,0.2,0.92,Correct
228000,0.06,-0.18,3.17,0.04,0.98,0.02,Wrong
228222,0.79,-0.79,1.46,0.11,0.14,0.99,Wrong
228531,0.79,-0.61,2.01,-0.05,0.03,1.01,Wrong
228541,0.85,-0.67,1.34,0.09,0.4,0.91,Correct
228646,0.73,-0.98,1.34,0.03,0.97,0.17,Correct
228737,1.28,-1.83,1.28,0.28,0.21,0.94,Correct
229000,0.79,-3.48,1.89,0.04,0.98,0.02,Wrong
229222,0.85,-0.61,1.65,0.11,0.14,0.99,Wrong
229531,0.85,-0.98,1.59,-0.05,0.04,1.01,Wrong
229541,1.16,-0.92,1.71,0.09,0.4,0.91,Correct
229646,0.85,-0.55,1.4,0.03,0.97,0.17,Correct
229737,1.53,2.01,2.81,0.31,0.22,0.94,Correct
230000,1.53,-1.65,2.99,0.04,0.98,0.02,Wrong
230222,0.67,-0.67,1.34,0.11,0.15,0.99,Wrong
230531,0.92,-0.79,1.71,-0.05,0.04,1.01,Wrong
230541,0.79,-0.49,1.53,0.09,0.4,0.91,Correct
230646,0.67,-0.85,1.46,0.03,0.97,0.17,Correct
230737,1.65,-6.1,4.64,0.35,0.2,0.91,Correct
231000,0.31,-2.56,2.01,0.07,0.99,0.04,Wrong
231222,0.49,-0.67,1.53,0.11,0.14,0.99,Wrong
231531,0.98,-0.85,1.65,-0.05,0.04,1.01,Wrong
231541,0.92,-0.79,1.65,0.09,0.4,0.91,Correct
231646,0.73,-0.55,1.53,0.03,0.97,0.17,Correct
231737,0.92,-4.82,2.62,0.36,0.23,0.92,Correct
232000,0.85,0,1.4,0.04,0.98,0.03,Wrong
232222,1.22,-1.71,1.34,0.11,0.15,0.99,Wrong
232531,0.79,-0.79,1.77,-0.05,0.04,1.01,Wrong
232541,1.04,-0.73,1.59,0.09,0.4,0.91,Correct
232646,0.85,-1.4,1.46,0.03,0.96,0.17,Correct
232737,-0.12,-10.31,-2.14,0.29,0.22,0.94,Correct
233000,1.46,0.37,1.46,0.04,0.98,0.04,Wrong
233222,-1.22,-0.49,-3.54,0.16,0.13,0.95,Wrong
233531,0.92,-0.79,1.34,-0.05,0.04,1.01,Wrong
233541,0.73,-0.43,1.53,0.09,0.4,0.92,Correct
233646,0.55,-0.79,1.34,0.03,0.97,0.17,Correct
233737,-0.55,2.08,2.93,0.26,0.22,0.95,Correct
234000,3.48,-3.6,1.83,0.04,0.98,0.02,Wrong
234222,0.67,-0.37,1.16,0.07,0.16,0.99,Wrong
234531,0.73,-0.98,1.59,-0.06,0.03,1.01,Wrong
234541,0.73,-0.73,1.53,0.09,0.4,0.91,Correct
234646,0.98,-0.98,1.46,0.03,0.97,0.17,Correct
234737,0.49,-2.14,-0.85,0.19,0.24,0.96,Correct
235000,0.79,0.24,1.53,0.04,0.98,0.04,Wrong
235222,0.55,-0.61,1.34,0.07,0.16,1,Wrong
235531,0.73,-0.98,1.71,-0.06,0.04,1.01,Wrong
235541,0.79,-0.67,1.53,0.09,0.4,0.91,Correct
235646,0.61,-0.49,1.53,0.03,0.97,0.17,Correct
235737,1.1,4.76,1.34,0.26,0.22,0.96,Correct
236000,0.43,-0.79,1.28,0.02,0.98,0.04,Wrong
236222,0.73,-0.67,1.59,0.07,0.16,1,Wrong
236531,0.98,-1.34,1.28,-0.06,0.03,1.01,Wrong
236541,1.04,-0.55,1.46,0.09,0.4,0.91,Correct
236646,0.85,-0.67,1.59,0.03,0.97,0.17,Correct
236737,1.65,-1.77,2.01,0.27,0.24,0.92,Correct
237000,0.73,-0.85,-0.06,0.05,0.98,0.04,Wrong
237222,0.73,-0.55,1.65,0.07,0.16,1,Wrong
237531,0.92,-0.98,1.95,-0.05,0.04,1.01,Wrong
237541,0.85,-0.79,1.65,0.09,0.4,0.91,Correct
237646,0.67,-0.73,1.71,0.03,0.97,0.17,Correct
237737,1.89,-0.73,1.53,0.22,0.2,0.96,Correct
238000,7.69,1.04,-1.22,0.11,0.97,0.17,Wrong
238222,0.43,-0.31,1.77,0.06,0.16,1,Wrong
238531,0.73,-0.73,1.65,-0.06,0.03,1.01,Wrong
238541,1.1,-0.61,1.34,0.09,0.4,0.91,Correct
238646,0.79,-0.49,1.4,0.03,0.97,0.16,Correct
238737,1.22,-2.01,1.22,0.21,0.2,0.95,Correct
239000,-2.32,-4.76,-0.85,0.07,0.93,0.22,Wrong
239222,0.49,-0.61,1.65,0.08,0.15,1,Wrong
239531,0.67,-0.37,1.83,-0.05,0.03,1.01,Wrong
239541,0.73,-0.37,1.4,0.09,0.4,0.91,Correct
239646,0.37,-0.43,1.65,0.03,0.97,0.17,Correct
239737,0.73,0.31,1.95,0.2,0.2,0.96,Correct
240000,-1.4,14.65,2.14,0.15,0.99,0.07,Wrong
240222,0.92,-0.92,1.4,0.07,0.16,1,Wrong
240531,0.79,-1.16,1.65,-0.05,0.04,1.01,Wrong
240541,1.04,-0.49,1.59,0.1,0.41,0.91,Correct
240646,1.16,-1.22,1.4,0.03,0.97,0.17,Correct
240737,0.98,-1.59,1.65,0.2,0.2,0.96,Correct
241000,-11.72,-1.83,2.14,0.25,0.95,0.05,Wrong
241222,0.61,-0.37,2.14,0.07,0.16,0.99,Wrong
241531,0.67,-0.98,1.83,-0.05,0.03,1.01,Wrong
241541,0.79,-0.79,1.34,0.09,0.41,0.91,Correct
241646,0.67,-0.79,1.59,0.03,0.97,0.17,Correct
241737,1.28,-1.28,1.89,0.2,0.2,0.96,Correct
242000,4.09,-11.54,8.18,0.37,0.95,-0.09,Wrong
242222,0.73,-0.79,1.4,0.07,0.16,0.99,Wrong
242531,0.79,-0.67,1.53,-0.05,0.04,1.01,Wrong
242541,0.98,-0.61,1.4,0.09,0.4,0.91,Correct
242646,0.85,-0.31,1.59,0.03,0.97,0.16,Correct
242737,0.73,-1.71,1.34,0.2,0.2,0.96,Correct
243000,1.34,-2.14,1.71,0.21,0.96,-0.07,Wrong
243222,0.85,-0.73,1.46,0.07,0.16,1,Wrong
243531,0.67,-0.67,1.22,-0.06,0.04,1.01,Wrong
243541,0.85,-0.55,1.46,0.09,0.4,0.91,Correct
243646,0.61,-0.49,1.65,0.03,0.97,0.17,Correct
243737,1.04,-0.79,1.71,0.2,0.2,0.96,Correct
244000,0.18,-0.67,0.98,0.21,0.96,-0.07,Wrong
244222,0.79,-0.73,1.59,0.07,0.16,1,Wrong
244531,0.85,-1.04,1.65,-0.06,0.03,1.01,Wrong
244541,0.55,-0.55,1.53,0.09,0.4,0.91,Correct
244646,0.73,-0.61,1.65,0.03,0.97,0.17,Correct
244737,0.85,-0.79,1.59,0.2,0.2,0.96,Correct
